"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","photos/26/height","photos/26/id","photos/26/image","photos/26/width","photos/27/height","photos/27/id","photos/27/image","photos/27/width","photos/28/height","photos/28/id","photos/28/image","photos/28/width","photos/29/height","photos/29/id","photos/29/image","photos/29/width","photos/30/height","photos/30/id","photos/30/image","photos/30/width","photos/31/height","photos/31/id","photos/31/image","photos/31/width","photos/32/height","photos/32/id","photos/32/image","photos/32/width","photos/33/height","photos/33/id","photos/33/image","photos/33/width","photos/34/height","photos/34/id","photos/34/image","photos/34/width","photos/35/height","photos/35/id","photos/35/image","photos/35/width","photos/36/height","photos/36/id","photos/36/image","photos/36/width","photos/37/height","photos/37/id","photos/37/image","photos/37/width","photos/38/height","photos/38/id","photos/38/image","photos/38/width","photos/39/height","photos/39/id","photos/39/image","photos/39/width","photos/40/height","photos/40/id","photos/40/image","photos/40/width","photos/41/height","photos/41/id","photos/41/image","photos/41/width","photos/42/height","photos/42/id","photos/42/image","photos/42/width","photos/43/height","photos/43/id","photos/43/image","photos/43/width","photos/44/height","photos/44/id","photos/44/image","photos/44/width","photos/45/height","photos/45/id","photos/45/image","photos/45/width","photos/46/height","photos/46/id","photos/46/image","photos/46/width","photos/47/height","photos/47/id","photos/47/image","photos/47/width","photos/48/height","photos/48/id","photos/48/image","photos/48/width","photos/49/height","photos/49/id","photos/49/image","photos/49/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user/avatar","user/avatar/height","user/avatar/id","user/avatar/image","user/avatar/width","user/contributions/helpfulVotes","user/contributions/totalContributions","user/link","user/name","user/userId","user/userLocation","user/userLocation/id","user/userLocation/name","user/userLocation/shortName","user/username"
"0","1014838674","en","3308737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kubukkadanwala, Dambulla 21100 Sri Lanka","Dambulla","Sri Lanka","21100",,"Kubukkadanwala",,"3308737","7.891678","Dambulla, Central Province","80.725204","Occidental Paradise Dambulla","1818","4.5","35","34","110","397","1242","https://www.tripadvisor.com/Hotel_Review-g304133-d3308737-Reviews-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html","https://www.barcelo.com/en-ww/occidental-paradise-dambulla/?utm_medium=organic&utm_source=yext&utm_campaign=other_places&utm_content=30777","2025-06-23","OTHER","5","The service we experienced at the Occidental was the best we’ve ever seen, don’t wait to book!","Value","5","Rooms","4","Location","5","Cleanliness","4","Service","5","Sleep Quality","4","We made a last minute booking to the Occidental and we are so glad we did. From the moment we arrived the staff at the hotel were so nice and did everything to make us feel welcome. The grounds of the hotel were really nice, we could see lots of monkeys everywhere playing in the trees and a few peacocks running around. The pool was soo nice and relaxing and the food was super!

Throughout our stay the staff did everything in their power to make sure we had a great time.

We also booked in for spa treatments, and it was the best the staff were so professional and were able to help and give advice to help my shoulder and back pain. The best spa treatment I’ve ever had.

We would like to give a special shout out to the staff that took care of us: Dulshan, Feros, Ashan, Rasika, Damitn, Dananjaya and a special thanks to the Resident manager, Dinusha Goonasena for specially helping our family during our stay. 

We will definitely come back to the Occidental paradise and we can’t wait!","Amazing experience best stay we had in Sri Lanka!","2025-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304133-d3308737-r1014838674-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html",,"1200","452390504","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg","1200","0","1","www.tripadvisor.com/Profile/sarahbQ471ZG","Sarah B","E1B97DBC2052F775871A5FFAE3F7DB89",,,,,"sarahbQ471ZG"
"0","1014152281","en","3308737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kubukkadanwala, Dambulla 21100 Sri Lanka","Dambulla","Sri Lanka","21100",,"Kubukkadanwala",,"3308737","7.891678","Dambulla, Central Province","80.725204","Occidental Paradise Dambulla","1818","4.5","35","34","110","397","1242","https://www.tripadvisor.com/Hotel_Review-g304133-d3308737-Reviews-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html","https://www.barcelo.com/en-ww/occidental-paradise-dambulla/?utm_medium=organic&utm_source=yext&utm_campaign=other_places&utm_content=30777","2025-06-21","OTHER","4",,,,,,,,,,,,,,"Nice arrangements , delicious foods, beautiful environment , comfortable stay, good relation with customers ,nice pool","Good stay","2025-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304133-d3308737-r1014152281-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html",,"1200","452390050","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg","1200","0","1","www.tripadvisor.com/Profile/chamathij","Chamathi J","2C6A88A82F04FBC4BB669ED1CC245684",,,,,"chamathij"
"0","1013976304","en","3308737",,,,,,,,"3024","809128955","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3a/53/fb/caption.jpg","4032","336","809129042","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3a/54/52/caption.jpg","448","4032","809128957","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3a/53/fd/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kubukkadanwala, Dambulla 21100 Sri Lanka","Dambulla","Sri Lanka","21100",,"Kubukkadanwala",,"3308737","7.891678","Dambulla, Central Province","80.725204","Occidental Paradise Dambulla","1818","4.5","35","34","110","397","1242","https://www.tripadvisor.com/Hotel_Review-g304133-d3308737-Reviews-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html","https://www.barcelo.com/en-ww/occidental-paradise-dambulla/?utm_medium=organic&utm_source=yext&utm_campaign=other_places&utm_content=30777","2025-06-20","OTHER","5",,"Value","5","Rooms","4","Location","5","Cleanliness","4","Service","5","Sleep Quality","5","The place was very calm, the food was tasty, and the atmosphere was relaxing. Special thanks to Rasika, Thanuja, Ishan, Akila, Damith, Dananjaya, and Ayesha for their friendly and helpful service. I really enjoyed my time here!","Calm Place with Friendly Staff","2025-05","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304133-d3308737-r1013976304-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html",,"1200","452388731","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg","1200","0","2","www.tripadvisor.com/Profile/320kavindam","Kavinda M","8D3F395A4E135FDBF6420CA2CDD1267D",,,,,"320kavindam"
"0","1013832078","en","3308737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kubukkadanwala, Dambulla 21100 Sri Lanka","Dambulla","Sri Lanka","21100",,"Kubukkadanwala",,"3308737","7.891678","Dambulla, Central Province","80.725204","Occidental Paradise Dambulla","1818","4.5","35","34","110","397","1242","https://www.tripadvisor.com/Hotel_Review-g304133-d3308737-Reviews-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html","https://www.barcelo.com/en-ww/occidental-paradise-dambulla/?utm_medium=organic&utm_source=yext&utm_campaign=other_places&utm_content=30777","2025-06-19","OTHER","5",,"Value","5","Rooms","3","Location","4","Cleanliness","4","Service","5","Sleep Quality","4","Serene location, excellent food and comfortable accommodation options. Very friendly and supportive staff. Worth the price you pay as you basically get everything what you need for a comfortable stay","A very good option to Stay in Dambulla","2025-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304133-d3308737-r1013832078-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html",,"1200","452391715","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg","1200","0","1","www.tripadvisor.com/Profile/vishvanathr2023","Vishvanath R","6A6CE6DF12B46B33BC9B719E24CE2F6E",,,,,"vishvanathr2023"
"0","1013422867","en","3308737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kubukkadanwala, Dambulla 21100 Sri Lanka","Dambulla","Sri Lanka","21100",,"Kubukkadanwala",,"3308737","7.891678","Dambulla, Central Province","80.725204","Occidental Paradise Dambulla","1818","4.5","35","34","110","397","1242","https://www.tripadvisor.com/Hotel_Review-g304133-d3308737-Reviews-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html","https://www.barcelo.com/en-ww/occidental-paradise-dambulla/?utm_medium=organic&utm_source=yext&utm_campaign=other_places&utm_content=30777","2025-06-17","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Everything from check-in to check-out was flawless. The place and service was fantastic incredibly friendly and helpful staff.. It was truly an amazing experience. Highly recommend.","Amazing stay at Occidental Paradise Dambulla","2025-06","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g304133-d3308737-r1013422867-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html",,"1200","452390144","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg","1200","0","1","www.tripadvisor.com/Profile/218amap","Ama P","CCC46445651235E1D48E9AAF35211902",,,,,"218amap"
"0","1013421756","en","3308737",,,,,,,,"3024","808499575","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/30/b9/77/caption.jpg","4032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kubukkadanwala, Dambulla 21100 Sri Lanka","Dambulla","Sri Lanka","21100",,"Kubukkadanwala",,"3308737","7.891678","Dambulla, Central Province","80.725204","Occidental Paradise Dambulla","1818","4.5","35","34","110","397","1242","https://www.tripadvisor.com/Hotel_Review-g304133-d3308737-Reviews-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html","https://www.barcelo.com/en-ww/occidental-paradise-dambulla/?utm_medium=organic&utm_source=yext&utm_campaign=other_places&utm_content=30777","2025-06-17","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Took 40students for an overnight stay & experienced the coziest school trip ever. Their hospitality must be truly commended as they went way out of their way to make everyone comfortable. Kudos to the staff & ashan who was in touch with us through out. Room facilities were beyond expectation & each & every need was satisfied by them. Environment is very welcoming & a true treat for a nature lover. 
Thank u ever so much & everyone had a fabulous time. 
Will certainly come back💐","Cherished","2025-06","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g304133-d3308737-r1013421756-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html",,"1200","452387402","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg","1200","0","1","www.tripadvisor.com/Profile/wathzsaths","wathsala p","C8F44719163A3B58E0D24CEECB23BF53",,,,,"wathzsaths"
"0","1013400330","en","3308737",,,,,,,,"4032","808480934","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/30/70/a6/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kubukkadanwala, Dambulla 21100 Sri Lanka","Dambulla","Sri Lanka","21100",,"Kubukkadanwala",,"3308737","7.891678","Dambulla, Central Province","80.725204","Occidental Paradise Dambulla","1818","4.5","35","34","110","397","1242","https://www.tripadvisor.com/Hotel_Review-g304133-d3308737-Reviews-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html","https://www.barcelo.com/en-ww/occidental-paradise-dambulla/?utm_medium=organic&utm_source=yext&utm_campaign=other_places&utm_content=30777","2025-06-16","OTHER","3",,"Value","4","Rooms","4","Location","5","Cleanliness","5","Service","4","Sleep Quality","5","We had a great stay.we enjoyed our stay.we had a great time in Dambulla and very friendly staff and also great food in n the best quality","Great stay","2025-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304133-d3308737-r1013400330-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html",,"1200","452392144","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg","1200","0","1","www.tripadvisor.com/Profile/67harshik","Harshi k","6D6B938F562D090CD0B268796AF1DBD2",,,,,"67harshik"
"0","1013388554","en","3308737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kubukkadanwala, Dambulla 21100 Sri Lanka","Dambulla","Sri Lanka","21100",,"Kubukkadanwala",,"3308737","7.891678","Dambulla, Central Province","80.725204","Occidental Paradise Dambulla","1818","4.5","35","34","110","397","1242","https://www.tripadvisor.com/Hotel_Review-g304133-d3308737-Reviews-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html","https://www.barcelo.com/en-ww/occidental-paradise-dambulla/?utm_medium=organic&utm_source=yext&utm_campaign=other_places&utm_content=30777","2025-06-16","OTHER","5",,"Value","5","Rooms","4","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Excellent hotel with great facilities. Loved the peaceful surroundings with bird sounds and the occasional peacock walking by our room. Superb service from Mr Dulshan, Dananjaya, Thanuja, Ayesh, Navoda and Ishan. Would definitely return to this gem of a hotel surrounded by nature.","Occidental Paradise Dambulla","2025-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304133-d3308737-r1013388554-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html",,"1200","452391968","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg","1200","0","1","www.tripadvisor.com/Profile/Jet11994235696","Linda M","5DEF3FF6C541AB36F648F5CDA4C69D84",,"186220","Bristol, United Kingdom","Bristol","Jet11994235696"
"0","1013385480","en","3308737",,,,,,,,"4032","808464982","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/30/32/56/caption.jpg","1816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kubukkadanwala, Dambulla 21100 Sri Lanka","Dambulla","Sri Lanka","21100",,"Kubukkadanwala",,"3308737","7.891678","Dambulla, Central Province","80.725204","Occidental Paradise Dambulla","1818","4.5","35","34","110","397","1242","https://www.tripadvisor.com/Hotel_Review-g304133-d3308737-Reviews-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html","https://www.barcelo.com/en-ww/occidental-paradise-dambulla/?utm_medium=organic&utm_source=yext&utm_campaign=other_places&utm_content=30777","2025-06-16","OTHER","5","Renovate the pool table","Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","The rooms were spacious and well maintained, there were many luxurious facilities and services, the bonfire was a wonderful experience.","Simply said, a wonderful experience","2025-06","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g304133-d3308737-r1013385480-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html",,"1200","452391659","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg","1200","0","1","www.tripadvisor.com/Profile/hughj355","hugh j","6DE84E5BE37017B1E83265FE3BEE7669",,,,,"hughj355"
"0","1013381104","en","3308737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kubukkadanwala, Dambulla 21100 Sri Lanka","Dambulla","Sri Lanka","21100",,"Kubukkadanwala",,"3308737","7.891678","Dambulla, Central Province","80.725204","Occidental Paradise Dambulla","1818","4.5","35","34","110","397","1242","https://www.tripadvisor.com/Hotel_Review-g304133-d3308737-Reviews-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html","https://www.barcelo.com/en-ww/occidental-paradise-dambulla/?utm_medium=organic&utm_source=yext&utm_campaign=other_places&utm_content=30777","2025-06-16","OTHER","5",,,,,,,,,,,,,,"Amazing property with amazing rooms. Stayed at the garden suite room. This is the best heaven that u can find in the world.. very natural and authentic.. Best hotel in sigiriya.","Best stay","2025-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304133-d3308737-r1013381104-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html",,"1200","452389554","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg","1200","0","1","www.tripadvisor.com/Profile/Y7791DPps","P S","683C11369AD826D292FF5AC5C124F41B",,,,,"Y7791DPps"
"0","1013225170","en","3308737",,,,,,,,"2048","808308359","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/2d/ce/87/caption.jpg","1536","2048","808308360","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/2d/ce/88/caption.jpg","1536","2048","808308361","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/2d/ce/89/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kubukkadanwala, Dambulla 21100 Sri Lanka","Dambulla","Sri Lanka","21100",,"Kubukkadanwala",,"3308737","7.891678","Dambulla, Central Province","80.725204","Occidental Paradise Dambulla","1818","4.5","35","34","110","397","1242","https://www.tripadvisor.com/Hotel_Review-g304133-d3308737-Reviews-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html","https://www.barcelo.com/en-ww/occidental-paradise-dambulla/?utm_medium=organic&utm_source=yext&utm_campaign=other_places&utm_content=30777","2025-06-15","MOBILE","5",,,,,,,,,,,,,,"Phenomenal stay. The room was very comfortable and the garden suite was perfect for our family. Our daughter had plenty of room for herself upstairs and we had some privacy downstairs. The porch was such a bonus…sitting there in the breeze was so relaxing. 

The grounds are very well kept. The pool is gorgeous and super clean. Be sure to ask for cushions for the chairs. 

The food was delicious. We got half board and ate breakfast and dinner here. The array of desserts is amazing. All of the staff is friendly and ready to help. 

As a bonus, there’s lots of beautiful wildlife here. On the way to check out this morning I saw langurs and an orange kitty. We also saw macaques, peacocks, and lots of cute dogs. 

I highly recommend the Occidental Paradise Dambulla.","Marvelous stay!","2025-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304133-d3308737-r1013225170-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html",,"480","145747303","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/af/ed/67/sciteach07.jpg","480","105","357","www.tripadvisor.com/Profile/sciteach07","sciteach07","161F781CCA313755E3A6C3FAF1434CE0",,"60898","Atlanta, Georgia","Atlanta","sciteach07"
"0","1013171029","de","3308737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kubukkadanwala, Dambulla 21100 Sri Lanka","Dambulla","Sri Lanka","21100",,"Kubukkadanwala",,"3308737","7.891678","Dambulla, Central Province","80.725204","Occidental Paradise Dambulla","1818","4.5","35","34","110","397","1242","https://www.tripadvisor.com/Hotel_Review-g304133-d3308737-Reviews-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html","https://www.barcelo.com/en-ww/occidental-paradise-dambulla/?utm_medium=organic&utm_source=yext&utm_campaign=other_places&utm_content=30777","2025-06-15","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Wir hatten einen sehr schönen Abend hier, der von Ashan für uns organisiert wurde. Er führte uns gemütlich durch das Hotel und erklärte uns alles über das Hotel. Das Abendessen war sehr lecker und reichlich. Das Personal war auch sehr nett und hilfsbereit.","Sehr schöne Hotel","2025-06","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g304133-d3308737-r1013171029-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html",,"1200","452391968","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg","1200","0","1","www.tripadvisor.com/Profile/855krisztinaa","Krisztina A","61E4E948A8260AD67196BD4930D63B03",,,,,"855krisztinaa"
"0","1013170893","de","3308737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kubukkadanwala, Dambulla 21100 Sri Lanka","Dambulla","Sri Lanka","21100",,"Kubukkadanwala",,"3308737","7.891678","Dambulla, Central Province","80.725204","Occidental Paradise Dambulla","1818","4.5","35","34","110","397","1242","https://www.tripadvisor.com/Hotel_Review-g304133-d3308737-Reviews-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html","https://www.barcelo.com/en-ww/occidental-paradise-dambulla/?utm_medium=organic&utm_source=yext&utm_campaign=other_places&utm_content=30777","2025-06-15","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Extrem schön alles.Er ist ein sehr freundlicher, höflicher und hilfsbereiter Mann.Ashan
Das Essen ist sehr lecker, das Personal höflich.
Wunderschöne Sauberkeit, Aufmerksamkeit für alles
🤗🤗🥰🥰","Schöne Hotel Und leute","2025-06","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g304133-d3308737-r1013170893-Occidental_Paradise_Dambulla-Dambulla_Central_Province.html",,"1200","452387402","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg","1200","0","1","www.tripadvisor.com/Profile/778m_riad","Mária D","6562156A9E43C825578C5DEAE4B55AD1",,,,,"778m_riad"
