hotel_location,hotel_name,review_rating,review_title,review_text,trip_type
Kandy,Grand Serendib Hotel,4,Hotel great. Restaurant ok,"We stayed in the Grand Serendib for one night on our tour of Sri Lanka. 

Firstly the stay was great. Checkin wonderful, the room was really spacious and clean, with fantastic views over Kandy from the balcony. 
The infinity pool was fabulous but too cold for swimming in the day we visited. 

The restaurant however was not up to try same standard. One of the meals we ordered was a burger which arrived cold. We complained and it came back seconds later, but clearly the whole plate had been microwaved as the coleslaw was now also warm. The restaurant needs to be brought up to the same standard as the rest of the hotel.",Couples
Kandy,Grand Serendib Hotel,5,HIGH TEA BUFFET,"I had the pleasure of enjoying the high tea, and it was absolutely delicious! The selection of  sandwiches, pastries, and desserts was top-notch, with something for every taste. A thank you to Sujith, the Restaurant Manager, for his friendly and welcoming service. Highly recommend this place for anyone looking to indulge in a wonderful  experience!",Family
Kandy,Grand Serendib Hotel,5,A lovely 3 night stay at The Grand Serendib,"The Grand Serendib is a lovely hotel. The staff are friendly and efficient, the view from the infinity pool and the bar areas is amazing. 
The bedrooms are spacious with great showers. The whole ambience is quite luxurious.
Breakfast very nice, and we particularly enjoyed the evening buffet, all the food was well cooked and well flavoured.",Couples
Kandy,Grand Serendib Hotel,5,Fabulous view with professional service !,"I love the city of Kandy and this is the place to stay when you are visiting the city. The hotel offers a fabulous view of Kandy. The room is cozy, clean, and equipped with everything you need. 

Also, this is where I forgot my passport/wallet with cash and credit cards in the safe box, totally my fault. I found out almost 3 hours after we have left Kandy. However, the hotel team had professionally coordinated with my travel agency to deliver my belongings back to me safe and sound. Thanks for everything. I can't thank you enough.",Family
Kandy,Grand Serendib Hotel,5,A Pleasant Stay in Kandy,"I had a great time staying at Grand Serendib with my family. The room is very clean with a very nice cozy balcony where you can enjoy the view of the lake and city of Kandy. The staff team are all professional and very friendly. The dinner on the hotel rooftop restuarant was such a relaxing and enjoyable evening.  If I go back to visit Kandy again, this would definitely where I will stay.",Family
Kandy,Grand Serendib Hotel,5,Great boews,"Clean, quiet, spacious rooms with very hot water! Lovely balcony with seating and  with great views of Kandy, the lake and The Temple of the Sacred Tooth. We had drinks on the rooftop and breakfast, both in lovely open air spaces. Staff pleasant and helpful.",Couples
Kandy,Grand Serendib Hotel,5,Brilliant hotel,"Fantastic hotel in a quieter part of Kandy with amazing views over the town. A 5min tuk tuk
And you’re in the town centre !
The rooms were spotless and staff could not be more friendly and helpful. Cocktails in the Sky Lounge were plentiful and the food was of a high standard as was the breakfast buffet. Prob the best hotel we stayed in so far!",Couples
Colombo,ME Colombo,5,Rooftop bar,I came in a cloudy evening with my friends to my bar rooftop and we buy many food and beverages and no words to tell about the service two young boys are very very friendly and the food is are all so mouth watering food... And u highly recommended this place and the service,Friends
Colombo,ME Colombo,5,"Amazing experience, great food, service and ambiance","I hosted 10 of my friends for dinner whilst visiting Sri Lanka from the UK; the food was excellent, quality of a meal that one would get at French restaurant in Paris or Dorchester in London. The service and attention to detail was super, a lovely evening with great food, super service, ambience all with a beautiful view of Colombo from the rooftop. Highly recommend this hotel and restaurant.",Friends
Colombo,ME Colombo,5,Nice to stay,I went there with my wife for our wedding anniversary.  We travelled few places in colombo. ME colombo hotel located in the heart of colombo. So easy to visit every places. We came to hotel lately. We thought to had our dinner buffet. But badly we got ala-cart. Rooms good but space little. We haven't got parking inside hotel.,Couples
Colombo,ME Colombo,5,Its a amazing,"Me colombo hotel is  one of best place to come to visit with family or with your friend, etc..And here food and drink amazing .service staff also giving a good service for there guests and fast serving.best of luck all i recommended  come to visit",Friends
Colombo,ME Colombo,5,Excellent boutique hotel,Excellent comfortable modern boutique hotel on the outskirts of the city centre.  Lovely rooftop pool with great views. Easy parking.  Helpful staff. We were upgraded to a floor five apartment which was impressive. Early departure so didn’t get a chance to sample breakfast.,Couples
Colombo,ME Colombo,5,Good place,We went there last month with my family members. Suddenly we choosed that hotel for lunch. We haven't got buffet. We got ala-cart menu. Very recent price we got good food. Specially  I need to mention that roof top. Marvelous pool with nice view. Very clean and really nice. Again i want to go for a dinner. I recommend that place for everyone.,Family
Colombo,ME Colombo,5,Me Colombo Restaurant menu and staff,"""We had an amazing experience at Colombo Restaurant. The staff were incredibly friendly and accommodating. Special shout-out to the cleaning person who was very kind. The rooms were spotless, and the entire place was impeccably clean.

The food was simply delicious, especially dinner—it exceeded our expectations! Our family absolutely loved this restaurant, and we're already planning to visit again. Highly recommended!""",Family
Colombo,ME Colombo,5,Friendly Staff,Looking forward to more outings with Me Colombo! The staff is friendly and Charming along with a calm environment.  we are coming back soon Amazing hotel in the city of Colombo. The food was really good. Enjoyed the food. The restaurant staff is very professional.,Friends
Colombo,ME Colombo,5,Good service,I went there for arrange surprise party for my girlfriend. I haven't such idea about that and unfortunately i had 30 minutes. Luckily i got good service and they arranged it there rooftop. Food and service absolutely good. Specially My girlfriend satisfied well. Again thank you very much for your great service and thank for ME team.,Couples
Bentota,Ekho Surf,5,Good experience,Had a good stay at the hotel.Comfortable rooms with good amenities.Good foods with a good variety. Satisfied with the front office team including the reception.Flexible team!They arranged late checkout till 2.pm,Friends
Bentota,Ekho Surf,3,My fascinating stay in the coasts of Benthota,"Overall, I would describe my hotel experience average. To start with, the rooms were perfect for a luxurious stay. The maintenance was excellent according to my personal opinion. According to my taste, the flavours were not so appealing to Sri Lankan taste buds. Anyways, the meals were prepared by careful hands.
I highly recommend the hotel for foreign tourists who fancy the exotic coastal landscape of Sri Lanka.",Family
Bentota,Ekho Surf,5,5 star,"Had a wonderful stay! The hotel provided beautiful service, and the staff were fantastic. Highly recommend.........",Family
Bentota,Ekho Surf,1,DO NOT BOOK HERE,"Literally THE WORST HOTEL IVE EVER STAYED IN. Whatever you do. Don’t book it!!! Pay a little extra and go somewhere else. 

Staff were terrible re service and level and quality of service. I would ask for ice and would wait 30-40 mins before having to follow up on where the ice was. When I’d ask sometimes they’d say they didn’t have any. Which is ridiculous for the size of the hotel. 

Left my room at 7am ,left sign for fresh bedding/ room tidy. Got back at 2.30pm nothing done. Then called and said someone there in 5 mins. 20mins later called back again. Another 20 mins still nothing had to go ask someone down the corridor to help. 

Food terrible and tasteless. Hotel rooms dated and OLDDDDD and not very clean at all!! In addition be prepared to not have a plug socket anywhere near the bed. 

Only good thing was checkout and the beach.",Solo
Bentota,Ekho Surf,5,VIP service from Front Desk,"The most beautiful hotel we stayed. Lovely location 😁😁 food was very tasty 😋😋😋 rooms are very clean . Service was very high class special front desk. 🥰🥰 Special thanks to Kanchana, sandali and dhannjaya they make a special holiday for us. VIP service they given . I recommend to all us. We will come back 😍😍😍",Family
Bentota,Ekho Surf,5,Best hospitality & lovely Service The resort was beautiful Location & food was delicious,"Best hospitality & lovely Service
The resort was beautiful Location & food was delicious ..❤️❤️❤️❤️

Myself and my Guest were given a generous and friendly hospitality by your staff.
I specifically would like to thank Aruni & Chethana for their excellent service…
Thanks Ekho Surf Bentota ❤️❤️❤️😍😍😍",Business
Bentota,Ekho Surf,5,Excellent,"The hotels and services were excellent. Wish we could have known sooner about ekho surf and stayed longer. Aruni and Chethana, Rathnasiri fantastic service, ans so were all stuffs.",Family
Bentota,Ekho Surf,5,"Our stay at Ekho Surf, Bentota","I would firstly agree with the pillows here, they are like clouds, so fluffy, so soft!!
although the food varieties were less for vegetarians, the spring rolls were scrumptious!!
the pool was warm and clean!",Family
Bentota,Ekho Surf,5,Sri lanka,"It was a nice stay and comfortable rooms and staff.
Loved it and strong recomendation for the veg options too 
Do visit and enjoy",Couples
Bentota,Ekho Surf,5,Ekho Surr Family review.,"Friendly staff, good atmosphere. Food is very tasty.  I will come back again
We attended by Miss Aruni,fantastic service.very friendly.",Family
Bentota,Ekho Surf,5,EKHO SURF BENTOTA,It was a nice experience with ocean view and the pools were very nice and clean. The service was also great and the staff members are very cooperative and they have a lot of activities through the day for everybody! The front office had an amazing service and a special way of greeting guests.,Family
Bentota,Ekho Surf,5,For families yes this is the best place you have to be . We,"This the second stay in ekho surf. Last time I came with my husband this time with full of my family actually we came back because the hotel staff give the best service and supper hospitality with just felt of family vibe. So caring staff with all our needs. Front office girls and boys are amazing they are giving the best of best service. I felt I'm just like home . Dananjaya is the person who always there for us and he is well trained. His English wow. And also the girls who helped us a lot shalika , maleesha , Kanchana , sandali . Hemil , rathnesir, thank you for all for the vvvip service you all gave for us . We are hope to see you all sooner . Thank you ekho surf for the best service. And one more thing sad to say I'm really disappointed with the food serving. Late communication. Sometimes foods are that much cold . That's the one bad I saw .",Family
Bentota,Ekho Surf,5,Time in sea breeze 😁,"I'm shiran a regular national tour guide to this hotel . Whenever I get the guest from hotel they all say about the best enjoyment and the hospitality ever had in Sri Lanka. And all the food , location, rooms , staff are so good and well behaved with hospitality. And as a tour guide I'm so happy to listen all this . And whenever I came the front desk ladies and gentlemen's are well trained and always with a smile. That's all what guests looking for . And Ms.Aruni is so friendly and helpful for all checking works of guests. Mr Dananjaya also same and thanks for them . Also maleesha thanks for the service what you gave for our guests .",Business
Bentota,Ekho Surf,5,Our experience at Ekho,"The foods are excellent, even though the variety is not the best the food taste really good absolutely wonderful food. The vibe is excellent hotel arrangement. Rumor arrangement very nice. Should improve a bit from service perspective but overall excellent experience did enjoyed helped very well to get our needs and provide the excellent time for our teams and such a wonderful place to be near the sea with with good food lovely people thank you so much Ekho",Business
Bentota,Ekho Surf,5,A place to be in Bentota.,"From check in to check out everything was super fine. Friendly staff, nice & clean rooms, delicious food, nice s/pool and the location is very nice as a beach front property.",Family
Bentota,Ekho Surf,5,Perfect destination in bentota,"View from hotel is amazing. Loved the hospitality from staff. Kanchana greeted us with a smile and it was hassle-free checkin and checkout. Food is amazing as well. My family, my kids fully enjoyed the stay. I am glad I booked it here.",Family
Bentota,Ekho Surf,5,Simply great ambiance and delicious food,Satisfying and joyful beach view. Thanq echo surf for the blissful stay and surroundings and the maintanence was no exception,Couples
Bentota,Ekho Surf,5,Great Hospitality and nice sea view rooms,"1. Nice rooms with clear sea view.
2. Breakfast had lots of options.
3. Great hospitality, the staff is very humble and courteous.
4. Great location, good options of restaurants outside and also tours to river safari and turtle conversations. The market is just half a km away.

Thanks to Ekho surf hotel staff for a memorable stay.",Family
Colombo,The Kingsbury Hotel,5,Honey pool bar,"Nirmal, and mathavan are the guys to see. These guys have great customer service and hospitality. They made me and my wife feel welcome. They got us a seat right away, with no wait time. Pizza was the best in country. Definitely recommend for travelers to come here!",Couples
Colombo,The Kingsbury Hotel,5,A Delightful Stay in Colombo,"Had a really pleasant stay—traveled from Ella to Colombo. The food was absolutely delicious, and I loved it. The rooms were clean, comfortable, and well-maintained. Overall, a great experience! The staff was friendly and always ready to help. Would definitely recommend staying here to anyone visiting Colombo.",Family
Colombo,The Kingsbury Hotel,5,We had a good experience,Harinath was very helpful dynamic young individual who has served us while we were at the high tea at Kingsburry Hotel. I’m extremely happy with service. Food was fairly ok and they could have increased the food range.  Staffs were extremely helpful and customer friendly,Family
Colombo,The Kingsbury Hotel,5,Excellent,"Very friendly, hospitality service and delicious food spread. Had a great time with my family. Really enjoyed. 
Achini was very supportive and given great service...............................................🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰",Family
Colombo,The Kingsbury Hotel,5,Good!,"The buffet offered a great variety of dishes, catering to different tastes. The food was fresh, well-prepared, and constantly replenished. The dessert section was especially impressive. Staff were friendly ( Avishka) and the atmosphere was relaxed. Good value for money — definitely worth a visit!",Couples
Colombo,The Kingsbury Hotel,5,Customer service and experience,"Avishka and Harshi gave us great customer service and were very kind and helpful to us. Also, the food was amazing and definitely of top quality!! I would definitely come here again and recommend this experience to other people. People also were very friendly!",Family
Colombo,The Kingsbury Hotel,5,Pasindu Malith was a treat to be served by,"We were lucky to be served by Pasindu Malith, and I can’t recommend him enough! From the moment we arrived, he was incredibly kind, friendly, and genuinely attentive to every little detail. You could tell he really cared about making sure we were comfortable and happy throughout our visit.

Pasindu has that rare mix of professionalism and warmth — always nearby when we needed something, but never intrusive. He remembered our preferences, made thoughtful suggestions, and had such a calm, positive energy that made the whole experience even more enjoyable.

It’s rare to come across someone who takes such pride in what they do. You can feel it in how he speaks, how he serves, and how he treats guests — with real respect and care. If you’re visiting, I hope you get Pasindu. He truly elevates the experience!",Family
Colombo,The Kingsbury Hotel,5,Dinner Buffet,"The dinner was excellent and the service was outstanding from Avishka and Prabath. The variety was great and all the food we took tasted outstanding. We enjoyed it to the core, and I want to mention Avishka’s service again since he was really great with it.",Family
Colombo,The Kingsbury Hotel,5,Dinner at the harbour court,Buffet was extravagant as always along with the good service. Food was good but the meat could be more tender Kavishka served us perfectly throughout the course of our dinner making sure everything went smooth. Overall dinner was great! Would recommend to anyone for dinner. 10/10,Family
Colombo,The Kingsbury Hotel,5,"A decent time we had at Harbour court, with the family.",We came to have a decent time my family while having a delicious dinner. The spread was quite exceptional with alot of varieties to chose from. The environment is also quite decent to have dinner. Roshini and chanuka did a great job with the service tonight. We enjoyed!,Family
Sigiriya,Sigiriya Village Hotel,5,We really enjoyed our stay,We stayed in new rooms really sweet rooms .From the entrance nadeesha was really helped us  because of her words our stayed was been good  .The rooms was really comfortable .atmosphere and the wheather was really clam we really like that .Food was really good more variety .,Family
Sigiriya,Sigiriya Village Hotel,3,Great view with cozy bed,"We stayed here for two nights, view from the hotel is really good and the fresh air will heal your soul. All the staffs were really helpful, breakfast was good, however, I stayed in room 101, bed was cozy but the room had a strange smell. I almost used half of my perfume bottle but the strange smell won’t go. Besides the room amenities (one time foot wear) could be much better considering the price range. Overall experience was good.",Family
Sigiriya,Sigiriya Village Hotel,5,Authentic Sri lankan hospitality and beauty,"Very beautiful location with immense variety of trees and birds, some even rare tonight in India. The services and staff were very good. Top levels of cleanliness. The food was also very nicely created and delicious. A very memorable stay.",Family
Sigiriya,Sigiriya Village Hotel,4,Recommendation for sigiriya village hotel!,Spend our holiday at sigiriya village. It was amazing experience. Foods and service also well.we got great offer from them for room. We booked their temple theme based room. Very calm and quiet environment around every corner of the hotel. Sigiriya rock clearly view the corner of the pool and anyone can take beautiful memorable pictures from their . Can recommend!,Couples
Sigiriya,Sigiriya Village Hotel,5,All good 👍,Staff of the sigiriya village was really have a great hospitality.well customer service near to sigiriya rock 5mins to the rock . The best part is pool area really cool 😎 guest attractions place they have the pool boy and all really helpful.,Family
Sigiriya,Sigiriya Village Hotel,5,Great Experience Overall,"I had an amazing stay! The room was clean and comfortable, the staff were incredibly friendly, and the location was perfect for a relaxing getaway. Everything was well-maintained and the food was excellent. The only small downside was the Wi-Fi, which was a bit slow at times—but it didn’t take away from the overall great experience. Highly recommended!",Friends
Sigiriya,Sigiriya Village Hotel,5,Excellent Stay,Excellent hotel with great environment. We got the junior suite and the rooms were really spacious. This will be a great hotel for ones who are looking for relaxation and peace of mind. Food is excellent too. The staff is very helpful. Overall an excellent stay,Family
Sigiriya,Sigiriya Village Hotel,5,All good,All rooms was really good .staff of the hotel wash really had a great hospital  with the guests their treated very well and many thanks all the best. And one thing the rooms was really accomated atmosphere of the here is the best .for the kids their can play many space their have,Family
Sigiriya,Sigiriya Village Hotel,5,Really nice and calm atmosphere.,"We had a wonderful stay at the hotel. The warm welcome upon arrival was refreshing, and the lush green surroundings created a calm and peaceful atmosphere. The staff were friendly and attentive throughout the stay. Although the rooms were a bit dated, they were well-maintained and clean. Overall, I was very happy with the experience.",Couples
Sigiriya,Sigiriya Village Hotel,5,Sigiri Village experience,Nadeesh’s is fantastic very friendly. Lovely pictures view of Sigiriya and fantastic place to visit with family. Enjoyed the stay at here and food was ok. Would visit again and loved the Sigiriya climb. Would visit again to see the place and climb the rock,Family
Negombo,Jetwing Beach,5,Relaxing stay,"Nice and quiet hotel, right on the Beach. Breakfast has everything you want and more. Service is excellent. Special mention to Ruwan, Madushika, Pradeepa and Iresha for filling out bellies at breakfast and keeping the coffee flowing. Rooms are clean and comfortable.",Couples
Negombo,Jetwing Beach,4,Relaxing Getaway – Construction Was the Only Flaw,"We had a wonderful time at Jetwing Beach! The location is unbeatable—right on a beautiful stretch of beach, with stunning sunsets and a relaxed vibe. The room was spacious, clean, and very comfortable. Service was top-notch too—friendly, professional staff who made us feel truly welcome.

The only downside was some ongoing construction nearby, which did cause a bit of noise during the day. It wasn’t a deal-breaker, but it did take away slightly from the peaceful atmosphere.

Overall, it’s a fantastic hotel and we’d definitely come back—hopefully once the construction is done. Still highly recommend for a relaxing beach escape!",Friends
Negombo,Jetwing Beach,5,Cozy relaxing experience,"Jetwing Beach Hotel in Negombo is a beautiful beachfront property that offers a perfect mix of luxury and relaxation. The rooms are spacious, clean, and feature stunning views of the ocean. Guests love the friendly and attentive staff who go out of their way to make your stay comfortable. The food is delicious, with a great variety of local and international dishes. With its peaceful atmosphere and excellent service, it's an ideal place to unwind and enjoy Sri Lanka’s coastal beauty.",Friends
Negombo,Jetwing Beach,5,Guests for 29 years. Still love it!,"Always a great experience. Jetwing group offers great service, Beach is one of our favourites. Come here since 1996 and still a great warm welcome. The centre point bar is great for lunch or drinks. The terrace guarantees fantastic sunsets. Good vives and service all day long!",Couples
Negombo,Jetwing Beach,5,Best Place And lovely Staff,"We came to this hotel thinking it is one of the best in Negombo, and it truly offers a peaceful and welcoming environment. Initially, we planned to book only a room, but once we arrived, we decided to have both dinner and breakfast as well because the food was excellent.

We arrived in the evening, and the two staff members at the front desk gave us a warm welcome. We were offered a welcome drink, cold towels, and a refreshing welcome gesture with three different types of treats. They handled everything quickly and efficiently.

Kasun assisted us with showing the room and completing the payment process. He also gave us detailed information about the hotel. From the moment we arrived, he was extremely helpful and kind. We truly appreciated the service we received from Kasun.

Also, during our checkout in the afternoon, the front desk staff once again handled everything promptly. The room was very clean as well.

I highly recommend this hotel.",Family
Negombo,Jetwing Beach,2,Hot and humid,"Strong odor of moisture and wood in the room.
Very poor air conditioning on a very hot and humid day. 
I would not visit again.
Service recovery done well by the staff to change the room.
Food, a la carte at the restaurant took quite long to arrive. 
Good staff and service but a very old property.",Family
Negombo,Jetwing Beach,5,Our stay at jetwing beach 🏝️,We stayed here for one night. Amazing experience. The front staff was friendly and helpful felt welcoming to the property. We had a 1 year old and the staff arranged to prepare his food FOC and had the chef to cater to our baby’s requirement. The room was clean and spacious for a small family. The food was delicious and served in big potions. Overall we had an amazing experience with jetwing beach.,Family
Negombo,Jetwing Beach,5,Good customer service by Dhanushi,"Had a great support from the hotel, specially Dhanushi helped us a lot in reservations. She was so kind to us gave our needs without a hesitation or time wasting. Really good food with attentive staff. Felt very underpriced for the experience we received. Would recommend to anyone coming down to Negombo.",Couples
Negombo,Jetwing Beach,5,Hotel stay,"The front office staff provided exceptional customer service during my stay. They were friendly, helpful, and went above and beyond to ensure my comfort and satisfaction.The front desk staff handled check-in and check-out procedures efficiently and professionally. They were organized and ensured a smooth and seamless experience.",Family
Galle,Le Grand Galle,5,Lovely stay!,"The stay was fabulous! Kudos to Amodhya and Rajitha for a warm welcome, Amila for catering to our dietary preferences at the restaurant and the entire team for taking care of us. Will definitely make sure to recommend this property to others.",Family
Galle,Le Grand Galle,5,Amazing honeymoon stay!,"We are just finishing a three night stay as part of our honeymoon in Galle (May 2025). While there was construction and going to the hotel seemed odd with all of the construction work happening outside, once you arrived to the entry it felt like you were transported to a luxurious paradise. Checking provided lovely hand towels and great seating areas. They even upgraded our room to a room with a jacuzzi tub. The food we had was wonderful and they were great with someone in our party who was vegan. The pool was amazing as well. Our housekeeping attendant, Kasun, was awesome! They even made towel art and kept our room looking wonderful. Overall amazing stay!!!",Couples
Galle,Le Grand Galle,5,Beautiful property in Galle,"Great family friendly resort, stayed 2 days during our Srilanka trip. Pool is beautiful , rooms are amazing with sea view. Food is good , please opt for half board as dinner is excellent. Loved Kottu and Barbecue section. Staff is friendly and attentive.soecial thanks to Chef for taking care of our dietary needs. Close to galle fort, which is a short tuktuk ride away. Beach  at the property is  just a tiny stretch with rocks , but good for some family fun.",Family
Galle,Le Grand Galle,5,Hats off!,"Hats off to management, service, the architect, and Belluna for their uncompromising attention to detail. I have never stayed in a property so well tuned to its guests- the hotel is perfectly located and extremely well-designed. We came in from our stay at the Granbell in Colombo, expecting similar care and quiet grandeur, and were served both in spades. I don’t want to single out any single member of the staff- they worked so well in cohesion- but Amodya at the reception was a wonderful presence and able to anticipate our needs in ways we didn’t expect. Would love to stay here again. And again.",Couples
Galle,Le Grand Galle,5,Wonderful stay with a relaxing pool experience,"The atmosphere was peaceful and perfect for relaxing. The staff was friendly,attentive and makingsure everything was in order. Overall, the hotel provided excellent service and a comfortable stay.Food was absolutely great. We were free upgraded to a signature room. Highly recommend for anyone looking for a relaxing getaway.",Family
Galle,Le Grand Galle,5,Very nice experience and very good staff,"Excellent service and very nice place ♥️♥️ I enjoyed a lot - the staff very nice and kind I will visit the place again Inshallah 
Love 
Beautiful 
Nice 
I love everything’s 
💕💕💕💙💙💙💙🩷🩷🩷💕💕💕♥️♥️💫💫💫💫♥️♥️💕💕💕💕🩷🩷🩷💙💙💙💕💙💙",Family
Galle,Le Grand Galle,5,Highly recommend for a peaceful getaway,"Had a truly pleasant stay! The staff were welcoming and helpful throughout, which made the whole experience even better. The food was absolutely delicious, with a great variety to choose from. The views were stunning – a perfect backdrop for a relaxing escape. The rooms were beautifully designed, comfortable, and spotless. I highly recommend this place to anyone looking for a peaceful and enjoyable stay.",Couples
Galle,Le Grand Galle,5,Perfect suite,"The bed is big but not so comfy 
The pool and green yard is soooooo good i like it 
The pillow seats was huge and fun to play 
The bathroom have two showers they are amazing one under the sky is perfect
The bathtub is big and we enjoyed so much 
💗💗💗💗💗💗💗💗💗",Couples
Galle,Le Grand Galle,5,perfect experience in Galle,food is perfect and massage is good too. The bed is comfortable to sleep also the auto toliet is wonderful. the room view is so nice！,Friends
Galle,Le Grand Galle,1,"Extremely Disappointing Stay at Le - Grand Hotel, Galle, Sri Lanka– Not Worth the 5-Star Rating","We stayed at Le - Grand Hotel, Galle from May 11th to May 12th, 2025, on a Full Board, (Double) basis, and unfortunately, our experience was far from what we expected from a 5-star hotel.

🔹 Location & View:
The only highlight of our stay was the stunning view of the Galle Fort. The hotel’s location is excellent close to the Galle fort with beautiful scenery.

🔹 Room Issues:
The room allocated to us was not in good condition. The main door lock was faulty, and although a technician was sent to fix it after i made a request to rectify, it took about 45 minutes, disturbing our privacy and taking away from our short one day stay.
Additionally, the balcony door wouldn’t close properly and remained unfixed during our stay creating a serious security and comfort concern.

🔹 In-room Amenities:
Despite our booking being for 2 people on FB basis, the room was only arranged and stocked for one person, only one bottle of water, single sets of tea/coffee, shampoo, body wash and etc. I had to repeatedly call, request and remind staff to provide necessities what we required for 2 people.

To make matters worse, one of the towels provided was damaged, which was shocking and unacceptable from a hotel claiming to be 5-star. (Photo attached)

🔹 Dining Experience:
The dinner buffet had very limited variety and the food quality was poor. The breakfast buffet was even worse. Certain items like sausages and eggs were hidden and not freely offered unless specifically requested. We asked for two cheese omelets, but after waiting for nearly 30 minutes, we received only one, and it didn’t even have cheese.

🔹 Checkout Experience:
Our checkout was scheduled at 12 PM, but since lunch was only served from 1:30 PM, we requested a late checkout, which was denied. We were left waiting outside until lunch started.
Adding insult to injury, instead of a buffet lunch (which was part of the FB plan), we were given an à la carte menu, as the hotel claimed low occupancy. During this time, staff behavior was unwelcoming. they looked at us as if we were loitering, which made us feel very uncomfortable and disrespected.

🔹 Overall Summary:

- Poor room condition and maintenance
- Insufficient in room amenities for a double occupancy
- Damaged towel provided. This is totally unacceptable and disappointed (Photo attached)
- Low quality food and lack of verities in buffet offerings
- Poor service and unacceptable attitude by some staff when we were waiting for the lunch despite FB booking
- No flexibility with check-out (Even we booked FB basis)

Our stay at Le Grand Hotel, Galle was extremely disappointing and not worth the premium pricing and the 5-star rating. We would not recommend this hotel, especially if you’re expecting comfort, proper service, or value for money.",Family
Bentota,Cinnamon Bentota Beach - Signature Selection,5,Cinnamon Bentota,"The best thing about this hotel is its staff. They were very welcoming, hospitable and kind. They were always concerned about its guests and checking if there are any issues during the stay. The second best thing is its food. The buffet was impressive with lots of variety. 
The only noticeable issue was that the room we were allocated to tends to have a condensed/ wet floor from the sea breeze, despite having the windows closed and the AC switched on.",None
Bentota,Cinnamon Bentota Beach - Signature Selection,5,Agent visit,"We had an amazing time at Cinnamon Bentota Beach! The location is stunning, the rooms are beautiful and clean, and the food was delicious. The staff went above and beyond to make our stay comfortable and memorable. Thank you to the entire team for your warm hospitality",Business
Bentota,Cinnamon Bentota Beach - Signature Selection,5,Awesome stay,We stayed at cinnamon for 2 night…it was totally a awesome stay..the staff here are very courteous n they ensured to make us comfortable..I should surely comment about chef Mark Selvaraj…he went extra mile to ensure us everything went well in the buffet…he offered us recommendations to try the special SRILANKAN dishes n made us to enjoy our stay on the whole.,Family
Bentota,Cinnamon Bentota Beach - Signature Selection,5,Outstanding!,"We had a great stay! The rooms are spacious, elegant, and clean, with everything just right. The balcony was a good size and perfectly equipped, making it a great spot to relax. We had requested rooms next to each other, and the hotel team kindly arranged it.
The location is truly special, one side of the hotel offers a stunning lake view, and you can walk all the way through the property to reach the beautiful beach on the other side. The pools are lovely, and the pool bar is cool. The team there is friendly, attentive, and they even remembered our previous orders, which made us feel genuinely welcomed.
The buffet for both breakfast and dinner were excellent, offering a wide variety of tasty dishes with something for everyone. The setting, overlooking the lake, made the dining experience even more enjoyable. The selection covers most cuisines, so there's always something new and delicious to try.
Overall, this hotel stands out for its thoughtful service, beautiful setting, and exceptional amenities. We would gladly return and highly recommend it!",Family
Bentota,Cinnamon Bentota Beach - Signature Selection,5,We had a fantastic stay at Cinnamon Bentota Beach!,"We had a fantastic stay at Cinnamon Bentota Beach! The location is stunning, the resort is beautifully maintained, and the service was exceptional. A special thank you to Piyumi, who went above and beyond to make our visit memorable—her warmth and professionalism truly stood out. Highly recommended!",Family
Bentota,Cinnamon Bentota Beach - Signature Selection,5,Lovely beach hotel,"We stayed at Cinnamon Benton Beach for one night prior to flying home at the end of our tour. We had a comfortable stay and the staff were lovely and attentive. We were checked in by Dehami and Amanda who made us very welcome and showed us around the hotel.
The hotel is a very large resort style hotel but plenty of space and on a beautiful beach. As we stayed in May the hotel was quiet. 
There seemed to be a lot of activities on offer if you wanted them. The food was fresh and plentiful and with great choice.
The bedrooms were clean and well appointed.",Couples
Bentota,Cinnamon Bentota Beach - Signature Selection,5,Cinnamon Beach Hotel,"Very relaxed and peaceful setting with excellent service and friendly and helpful staff. Rooms were clean and regularly serviced. A particular feature I enjoyed was the session (chargeable) on Sri Lankan cooking. Although the resort was excellent, credit must also be given to the travel agent who handled all the logistics. A wonderful experience!",None
Bentota,Cinnamon Bentota Beach - Signature Selection,2,Dated and overpriced,"Had issues from check in as package was not explained, day spa closed down. Pool tiles lifting on floor of pool, my son cut hit toe.",None
Bentota,Cinnamon Bentota Beach - Signature Selection,5,Great stay at Cinamon Bentota,"We had a lovely stay at Cinamon Bentota for 2 nights. Lovely staff, food and environment. Would definitely return to the lovely hotel",None
Bentota,Ekho Surf,5,A must go in Benthota,"The food was great, friendly staff, comfy rooms affordable rates 

This is a really good place for someone who’s looking for a peaceful beachfront experience. 

They let us play loud music all night, and to party and never bothered us 

Highly recommend this place",Business
Bentota,Ekho Surf,5,My 30th bday celebration- Magical and beautiful. Perfect location!,"Loved the place, the location, the hospitality and the food too.. celebrated my 30th bday here. Nothing short of magic on the beach.. tysm team🥰👌💯
Hope to visit here again soon..
Also the front office team and the chef were 👌 Aruni and sandali👌",Family
